,category,condition
2872,V88.1XXD,"Prsn inj in clsn betw mtr veh and 2/3whl mv, nontraf, subs"
2873,V88.1XXS,"Prsn inj in clsn betw mtr veh and 2/3whl mv, nontraf, sqla"
2874,V88.2XXA,"Person injured in clsn betw car and pkup/van, nontraf, init"
2875,V88.2XXD,"Person injured in clsn betw car and pkup/van, nontraf, subs"
2876,V88.2XXS,"Person inj in clsn betw car and pkup/van, nontraf, sequela"
2877,V88.3XXA,"Person injured in collision betw car and bus, nontraf, init"
2878,V88.3XXD,"Person injured in collision betw car and bus, nontraf, subs"
2879,V88.3XXS,"Person injured in clsn betw car and bus, nontraf, sequela"
2880,V88.4XXA,"Person injured in clsn betw car and hv veh, nontraf, init"
2881,V88.4XXD,"Person injured in clsn betw car and hv veh, nontraf, subs"
2882,V88.4XXS,"Person injured in clsn betw car and hv veh, nontraf, sequela"
2883,V88.5XXA,"Person injured in clsn betw hv veh and bus, nontraf, init"
2884,V88.5XXD,"Person injured in clsn betw hv veh and bus, nontraf, subs"
2885,V88.5XXS,"Person injured in clsn betw hv veh and bus, nontraf, sequela"
2886,V88.6XXA,"Person inj in clsn betw rail trn/veh and car, nontraf, init"
2887,V88.6XXD,"Person inj in clsn betw rail trn/veh and car, nontraf, subs"
2888,V88.6XXS,"Person inj in clsn betw rail trn/veh and car, nontraf, sqla"
2889,V88.7XXA,"Person injured in collision betw mtr veh, nontraffic, init"
2890,V88.7XXD,"Person injured in collision betw mtr veh, nontraffic, subs"
2891,V88.7XXS,"Person injured in collision betw mtr veh, nontraf, sequela"
2892,V88.8XXA,"Person inj in oth nonclsn trnsp acc w mtr veh, nontraf, init"
2893,V88.8XXD,"Person inj in oth nonclsn trnsp acc w mtr veh, nontraf, subs"
2894,V88.8XXS,"Person inj in oth nonclsn trnsp acc w mtr veh, nontraf, sqla"
2895,V88.9XXA,"Person injured in oth transport acc w nonmv, nontraf, init"
2896,V88.9XXD,"Person injured in oth transport acc w nonmv, nontraf, subs"
2897,V88.9XXS,"Person injured in oth trnsp acc w nonmv, nontraf, sequela"
2898,V89.0XXA,"Person injured in unsp motorvehicle accident, nontraf, init"
2899,V89.0XXD,"Person injured in unsp motorvehicle accident, nontraf, subs"
2900,V89.0XXS,"Person injured in unsp motorvehicle acc, nontraf, sequela"
2901,V89.1XXA,"Person injured in unsp nonmotorvehicle acc, nontraf, init"
2902,V89.1XXD,"Person injured in unsp nonmotorvehicle acc, nontraf, subs"
2903,V89.1XXS,"Person inj in unsp nonmotorvehicle acc, nontraf, sequela"
2904,V89.2XXA,"Person injured in unsp motorvehicle accident, traffic, init"
2905,V89.2XXD,"Person injured in unsp motorvehicle accident, traffic, subs"
2906,V89.2XXS,"Person injured in unsp motorvehicle acc, traffic, sequela"
2907,V89.3XXA,"Person injured in unsp nonmotorvehicle acc, traffic, init"
2908,V89.3XXD,"Person injured in unsp nonmotorvehicle acc, traffic, subs"
2909,V89.3XXS,"Person inj in unsp nonmotorvehicle acc, traffic, sequela"
2910,V89.9XXA,"Person injured in unspecified vehicle accident, init encntr"
2911,V89.9XXD,"Person injured in unspecified vehicle accident, subs encntr"
2912,V89.9XXS,"Person injured in unspecified vehicle accident, sequela"
2913,V90.00XA,"Drown due to merchant ship overturning, init"
2914,V90.00XD,"Drown due to merchant ship overturning, subs"
2915,V90.00XS,"Drown due to merchant ship overturning, sequela"
2916,V90.01XA,"Drown due to passenger ship overturning, init"
2917,V90.01XD,"Drown due to passenger ship overturning, subs"
2918,V90.01XS,"Drown due to passenger ship overturning, sequela"
2919,V90.02XA,"Drown due to fishing boat overturning, init"
2920,V90.02XD,"Drown due to fishing boat overturning, subs"
2921,V90.02XS,"Drown due to fishing boat overturning, sequela"
2922,V90.03XA,"Drown due to oth powered watercraft overturning, init"
2923,V90.03XD,"Drown due to oth powered watercraft overturning, subs"
2924,V90.03XS,"Drown due to oth powered watercraft overturning, sequela"
2925,V90.04XA,"Drowning and submersion due to sailboat overturning, init"
2926,V90.04XD,"Drowning and submersion due to sailboat overturning, subs"
2927,V90.04XS,"Drowning and submersion due to sailboat overturning, sequela"
2928,V90.05XA,"Drown due to canoe or kayak overturning, init"
2929,V90.05XD,"Drown due to canoe or kayak overturning, subs"
2930,V90.05XS,"Drown due to canoe or kayak overturning, sequela"
2931,V90.06XA,"Drown due to (nonpowered) inflatable craft overturning, init"
2932,V90.06XD,"Drown due to (nonpowered) inflatable craft overturning, subs"
2933,V90.06XS,"Drown due to (nonpowered) inflatbl crft overturning, sequela"
2934,V90.08XA,"Drown due to unpowr wtrcrft overturning, init"
2935,V90.08XD,"Drown due to unpowr wtrcrft overturning, subs"
2936,V90.08XS,"Drown due to unpowr wtrcrft overturning, sequela"
2937,V90.09XA,"Drown due to unsp watercraft overturning, init"
2938,V90.09XD,"Drown due to unsp watercraft overturning, subs"
2939,V90.09XS,"Drown due to unsp watercraft overturning, sequela"
2940,V90.10XA,"Drowning and submersion due to merchant ship sinking, init"
2941,V90.10XD,"Drowning and submersion due to merchant ship sinking, subs"
2942,V90.10XS,"Drown due to merchant ship sinking, sequela"
2943,V90.11XA,"Drowning and submersion due to passenger ship sinking, init"
2944,V90.11XD,"Drowning and submersion due to passenger ship sinking, subs"
2945,V90.11XS,"Drown due to passenger ship sinking, sequela"
2946,V90.12XA,"Drowning and submersion due to fishing boat sinking, init"
2947,V90.12XD,"Drowning and submersion due to fishing boat sinking, subs"
2948,V90.12XS,"Drowning and submersion due to fishing boat sinking, sequela"
2949,V90.13XA,"Drown due to oth powered watercraft sinking, init"
2950,V90.13XD,"Drown due to oth powered watercraft sinking, subs"
2951,V90.13XS,"Drown due to oth powered watercraft sinking, sequela"
2952,V90.14XA,"Drowning and submersion due to sailboat sinking, init encntr"
2953,V90.14XD,"Drowning and submersion due to sailboat sinking, subs encntr"
2954,V90.14XS,"Drowning and submersion due to sailboat sinking, sequela"
2955,V90.15XA,"Drowning and submersion due to canoe or kayak sinking, init"
2956,V90.15XD,"Drowning and submersion due to canoe or kayak sinking, subs"
2957,V90.15XS,"Drown due to canoe or kayak sinking, sequela"
2958,V90.16XA,"Drown due to (nonpowered) inflatable craft sinking, init"
2959,V90.16XD,"Drown due to (nonpowered) inflatable craft sinking, subs"
2960,V90.16XS,"Drown due to (nonpowered) inflatable craft sinking, sequela"
2961,V90.18XA,"Drowning and submersion due to unpowr wtrcrft sinking, init"
2962,V90.18XD,"Drowning and submersion due to unpowr wtrcrft sinking, subs"
2963,V90.18XS,"Drown due to unpowr wtrcrft sinking, sequela"
2964,V90.19XA,"Drowning and submersion due to unsp watercraft sinking, init"
2965,V90.19XD,"Drowning and submersion due to unsp watercraft sinking, subs"
2966,V90.19XS,"Drown due to unsp watercraft sinking, sequela"
2967,V90.20XA,"Drown due to fall/jump fr burning merchant ship, init"
2968,V90.20XD,"Drown due to fall/jump fr burning merchant ship, subs"
2969,V90.20XS,"Drown due to fall/jump fr burning merchant ship, sequela"
2970,V90.21XA,"Drown due to fall/jump fr burning passenger ship, init"
2971,V90.21XD,"Drown due to fall/jump fr burning passenger ship, subs"
2972,V90.21XS,"Drown due to fall/jump fr burning passenger ship, sequela"
2973,V90.22XA,"Drown due to fall/jump fr burning fishing boat, init"
2974,V90.22XD,"Drown due to fall/jump fr burning fishing boat, subs"
2975,V90.22XS,"Drown due to fall/jump fr burning fishing boat, sequela"
2976,V90.23XA,"Drown due to fall/jump fr oth burning powered wtrcrft, init"
2977,V90.23XD,"Drown due to fall/jump fr oth burning powered wtrcrft, subs"
2978,V90.23XS,"Drown due to fall/jump fr oth burn powered wtrcrft, sequela"
2979,V90.24XA,"Drown due to falling or jumping from burning sailboat, init"
2980,V90.24XD,"Drown due to falling or jumping from burning sailboat, subs"
2981,V90.24XS,"Drown due to fall/jump fr burning sailboat, sequela"
2982,V90.25XA,"Drown due to fall/jump fr burning canoe or kayak, init"
2983,V90.25XD,"Drown due to fall/jump fr burning canoe or kayak, subs"
2984,V90.25XS,"Drown due to fall/jump fr burning canoe or kayak, sequela"
2985,V90.26XA,"Drown due to fall/jump fr burning inflatbl crft, init"
2986,V90.26XD,"Drown due to fall/jump fr burning inflatbl crft, subs"
2987,V90.26XS,"Drown due to fall/jump fr burning inflatbl crft, sequela"
2988,V90.27XA,"Drown due to fall/jump fr burning waterskis, init"
2989,V90.27XD,"Drown due to fall/jump fr burning waterskis, subs"
2990,V90.27XS,"Drown due to fall/jump fr burning waterskis, sequela"
2991,V90.28XA,"Drown due to fall/jump fr oth burning unpowr wtrcrft, init"
2992,V90.28XD,"Drown due to fall/jump fr oth burning unpowr wtrcrft, subs"
2993,V90.28XS,"Drown due to fall/jump fr oth burn unpowr wtrcrft, sequela"
2994,V90.29XA,"Drown due to fall/jump fr unsp burning watercraft, init"
2995,V90.29XD,"Drown due to fall/jump fr unsp burning watercraft, subs"
2996,V90.29XS,"Drown due to fall/jump fr unsp burning watercraft, sequela"
2997,V90.30XA,"Drown due to fall/jump fr crushed merchant ship, init"
2998,V90.30XD,"Drown due to fall/jump fr crushed merchant ship, subs"
2999,V90.30XS,"Drown due to fall/jump fr crushed merchant ship, sequela"
3000,V90.31XA,"Drown due to fall/jump fr crushed passenger ship, init"
3001,V90.31XD,"Drown due to fall/jump fr crushed passenger ship, subs"
3002,V90.31XS,"Drown due to fall/jump fr crushed passenger ship, sequela"
3003,V90.32XA,"Drown due to fall/jump fr crushed fishing boat, init"
3004,V90.32XD,"Drown due to fall/jump fr crushed fishing boat, subs"
3005,V90.32XS,"Drown due to fall/jump fr crushed fishing boat, sequela"
3006,V90.33XA,"Drown due to fall/jump fr oth crushed powered wtrcrft, init"
3007,V90.33XD,"Drown due to fall/jump fr oth crushed powered wtrcrft, subs"
3008,V90.33XS,"Drown due to fall/jump fr oth crush powered wtrcrft, sequela"
3009,V90.34XA,"Drown due to falling or jumping from crushed sailboat, init"
3010,V90.34XD,"Drown due to falling or jumping from crushed sailboat, subs"
3011,V90.34XS,"Drown due to fall/jump fr crushed sailboat, sequela"
3012,V90.35XA,"Drown due to fall/jump fr crushed canoe or kayak, init"
3013,V90.35XD,"Drown due to fall/jump fr crushed canoe or kayak, subs"
3014,V90.35XS,"Drown due to fall/jump fr crushed canoe or kayak, sequela"
3015,V90.36XA,"Drown due to fall/jump fr crushed inflatbl crft, init"
3016,V90.36XD,"Drown due to fall/jump fr crushed inflatbl crft, subs"
3017,V90.36XS,"Drown due to fall/jump fr crushed inflatbl crft, sequela"
3018,V90.37XA,"Drown due to fall/jump fr crushed waterskis, init"
3019,V90.37XD,"Drown due to fall/jump fr crushed waterskis, subs"
3020,V90.37XS,"Drown due to fall/jump fr crushed waterskis, sequela"
3021,V90.38XA,"Drown due to fall/jump fr oth crushed unpowr wtrcrft, init"
3022,V90.38XD,"Drown due to fall/jump fr oth crushed unpowr wtrcrft, subs"
3023,V90.38XS,"Drown due to fall/jump fr oth crush unpowr wtrcrft, sequela"
3024,V90.39XA,"Drown due to fall/jump fr crushed unsp watercraft, init"
3025,V90.39XD,"Drown due to fall/jump fr crushed unsp watercraft, subs"
3026,V90.39XS,"Drown due to fall/jump fr crushed unsp watercraft, sequela"
3027,V90.80XA,"Drown due to oth accident to merchant ship, init"
3028,V90.80XD,"Drown due to oth accident to merchant ship, subs"
3029,V90.80XS,"Drown due to oth accident to merchant ship, sequela"
3030,V90.81XA,"Drown due to oth accident to passenger ship, init"
3031,V90.81XD,"Drown due to oth accident to passenger ship, subs"
3032,V90.81XS,"Drown due to oth accident to passenger ship, sequela"
3033,V90.82XA,"Drown due to oth accident to fishing boat, init"
3034,V90.82XD,"Drown due to oth accident to fishing boat, subs"
3035,V90.82XS,"Drown due to oth accident to fishing boat, sequela"
3036,V90.83XA,"Drown due to oth accident to oth powered watercraft, init"
3037,V90.83XD,"Drown due to oth accident to oth powered watercraft, subs"
3038,V90.83XS,"Drown due to oth accident to oth powered watercraft, sequela"
3039,V90.84XA,"Drown due to oth accident to sailboat, init"
3040,V90.84XD,"Drown due to oth accident to sailboat, subs"
3041,V90.84XS,"Drown due to oth accident to sailboat, sequela"
3042,V90.85XA,"Drown due to oth accident to canoe or kayak, init"
3043,V90.85XD,"Drown due to oth accident to canoe or kayak, subs"
3044,V90.85XS,"Drown due to oth accident to canoe or kayak, sequela"
3045,V90.86XA,"Drown due to oth accident to inflatbl crft, init"
3046,V90.86XD,"Drown due to oth accident to inflatbl crft, subs"
3047,V90.86XS,"Drown due to oth accident to inflatbl crft, sequela"
3048,V90.87XA,"Drown due to oth accident to waterskis, init"
3049,V90.87XD,"Drown due to oth accident to waterskis, subs"
3050,V90.87XS,"Drown due to oth accident to waterskis, sequela"
3051,V90.88XA,"Drown due to oth accident to unpowr wtrcrft, init"
3052,V90.88XD,"Drown due to oth accident to unpowr wtrcrft, subs"
3053,V90.88XS,"Drown due to oth accident to unpowr wtrcrft, sequela"
3054,V90.89XA,"Drown due to oth accident to unsp watercraft, init"
3055,V90.89XD,"Drown due to oth accident to unsp watercraft, subs"
3056,V90.89XS,"Drown due to oth accident to unsp watercraft, sequela"
3057,V91.00XA,"Burn due to merchant ship on fire, initial encounter"
3058,V91.00XD,"Burn due to merchant ship on fire, subsequent encounter"
3059,V91.00XS,"Burn due to merchant ship on fire, sequela"
3060,V91.01XA,"Burn due to passenger ship on fire, initial encounter"
3061,V91.01XD,"Burn due to passenger ship on fire, subsequent encounter"
3062,V91.01XS,"Burn due to passenger ship on fire, sequela"
3063,V91.02XA,"Burn due to fishing boat on fire, initial encounter"
3064,V91.02XD,"Burn due to fishing boat on fire, subsequent encounter"
3065,V91.02XS,"Burn due to fishing boat on fire, sequela"
3066,V91.03XA,"Burn due to other powered watercraft on fire, init encntr"
3067,V91.03XD,"Burn due to other powered watercraft on fire, subs encntr"
3068,V91.03XS,"Burn due to other powered watercraft on fire, sequela"
3069,V91.04XA,"Burn due to sailboat on fire, initial encounter"
3070,V91.04XD,"Burn due to sailboat on fire, subsequent encounter"
3071,V91.04XS,"Burn due to sailboat on fire, sequela"
3072,V91.05XA,"Burn due to canoe or kayak on fire, initial encounter"
3073,V91.05XD,"Burn due to canoe or kayak on fire, subsequent encounter"
3074,V91.05XS,"Burn due to canoe or kayak on fire, sequela"
3075,V91.06XA,"Burn due to (nonpowered) inflatable craft on fire, init"
3076,V91.06XD,"Burn due to (nonpowered) inflatable craft on fire, subs"
3077,V91.06XS,"Burn due to (nonpowered) inflatable craft on fire, sequela"
3078,V91.07XA,"Burn due to waterskis on fire, initial encounter"
3079,V91.07XD,"Burn due to waterskis on fire, subsequent encounter"
3080,V91.07XS,"Burn due to waterskis on fire, sequela"
3081,V91.08XA,"Burn due to other unpowered watercraft on fire, init encntr"
3082,V91.08XD,"Burn due to other unpowered watercraft on fire, subs encntr"
3083,V91.08XS,"Burn due to other unpowered watercraft on fire, sequela"
3084,V91.09XA,"Burn due to unspecified watercraft on fire, init encntr"
3085,V91.09XD,"Burn due to unspecified watercraft on fire, subs encntr"
3086,V91.09XS,"Burn due to unspecified watercraft on fire, sequela"
3087,V91.10XA,"Crush betw merch ship and oth wtrcrft/obj due to clsn, init"
3088,V91.10XD,"Crush betw merch ship and oth wtrcrft/obj due to clsn, subs"
3089,V91.10XS,"Crush betw merch ship and oth wtrcrft/obj due to clsn, sqla"
3090,V91.11XA,"Crush betw pasngr ship and oth wtrcrft/obj due to clsn, init"
3091,V91.11XD,"Crush betw pasngr ship and oth wtrcrft/obj due to clsn, subs"
3092,V91.11XS,"Crush betw pasngr ship and oth wtrcrft/obj due to clsn, sqla"
3093,V91.12XA,"Crush betw fish boat and oth wtrcrft/obj due to clsn, init"
3094,V91.12XD,"Crush betw fish boat and oth wtrcrft/obj due to clsn, subs"
3095,V91.12XS,"Crush betw fish boat and oth wtrcrft/obj due to clsn, sqla"
3096,V91.13XA,"Crush betw oth pwr wtrcrft & oth wtrcrft/obj d/t clsn, init"
3097,V91.13XD,"Crush betw oth pwr wtrcrft & oth wtrcrft/obj d/t clsn, subs"
3098,V91.13XS,"Crush betw oth pwr wtrcrft & oth wtrcrft/obj d/t clsn, sqla"
3099,V91.14XA,"Crushed betw sailboat and oth wtrcrft/obj due to clsn, init"
3100,V91.14XD,"Crushed betw sailboat and oth wtrcrft/obj due to clsn, subs"
3101,V91.14XS,"Crushed betw sailbt and oth wtrcrft/obj due to clsn, sequela"
3102,V91.15XA,"Crush betw canoe/kayk and oth wtrcrft/obj due to clsn, init"
3103,V91.15XD,"Crush betw canoe/kayk and oth wtrcrft/obj due to clsn, subs"
3104,V91.15XS,"Crush betw canoe/kayk and oth wtrcrft/obj due to clsn, sqla"
3105,V91.16XA,"Crush betw inflatbl crft and oth wtrcrft/obj d/t clsn, init"
3106,V91.16XD,"Crush betw inflatbl crft and oth wtrcrft/obj d/t clsn, subs"
3107,V91.16XS,"Crush betw inflatbl crft and oth wtrcrft/obj d/t clsn, sqla"
3108,V91.18XA,"Crush betw unpowr wtrcrft and oth wtrcrft/obj d/t clsn, init"
3109,V91.18XD,"Crush betw unpowr wtrcrft and oth wtrcrft/obj d/t clsn, subs"
3110,V91.18XS,"Crush betw unpowr wtrcrft and oth wtrcrft/obj d/t clsn, sqla"
3111,V91.19XA,"Crush betw unsp wtrcrft and oth wtrcrft/obj d/t clsn, init"
3112,V91.19XD,"Crush betw unsp wtrcrft and oth wtrcrft/obj d/t clsn, subs"
3113,V91.19XS,"Crush betw unsp wtrcrft and oth wtrcrft/obj d/t clsn, sqla"
3114,V91.20XA,"Fall due to clsn betw merch ship and oth wtrcrft/obj, init"
3115,V91.20XD,"Fall due to clsn betw merch ship and oth wtrcrft/obj, subs"
3116,V91.20XS,"Fall due to clsn betw merch ship and oth wtrcrft/obj, sqla"
3117,V91.21XA,"Fall due to clsn betw pasngr ship and oth wtrcrft/obj, init"
3118,V91.21XD,"Fall due to clsn betw pasngr ship and oth wtrcrft/obj, subs"
3119,V91.21XS,"Fall due to clsn betw pasngr ship and oth wtrcrft/obj, sqla"
3120,V91.22XA,"Fall due to clsn betw fishing boat and oth wtrcrft/obj, init"
3121,V91.22XD,"Fall due to clsn betw fishing boat and oth wtrcrft/obj, subs"
3122,V91.22XS,"Fall due to clsn betw fish boat and oth wtrcrft/obj, sequela"
3123,V91.23XA,"Fall d/t clsn betw oth pwr wtrcrft and oth wtrcrft/obj, init"
3124,V91.23XD,"Fall d/t clsn betw oth pwr wtrcrft and oth wtrcrft/obj, subs"
3125,V91.23XS,"Fall d/t clsn betw oth pwr wtrcrft and oth wtrcrft/obj, sqla"
3126,V91.24XA,"Fall due to clsn betw sailboat and oth wtrcrft/obj, init"
3127,V91.24XD,"Fall due to clsn betw sailboat and oth wtrcrft/obj, subs"
3128,V91.24XS,"Fall due to clsn betw sailboat and oth wtrcrft/obj, sequela"
3129,V91.25XA,"Fall due to clsn betw canoe/kayk and oth wtrcrft/obj, init"
3130,V91.25XD,"Fall due to clsn betw canoe/kayk and oth wtrcrft/obj, subs"
3131,V91.25XS,"Fall due to clsn betw canoe/kayk and oth wtrcrft/obj, sqla"
3132,V91.26XA,"Fall d/t clsn betw inflatbl crft and oth wtrcrft/obj, init"
3133,V91.26XD,"Fall d/t clsn betw inflatbl crft and oth wtrcrft/obj, subs"
3134,V91.26XS,"Fall d/t clsn betw inflatbl crft and oth wtrcrft/obj, sqla"
3135,V91.29XA,"Fall due to clsn betw unsp wtrcrft and oth wtrcrft/obj, init"
3136,V91.29XD,"Fall due to clsn betw unsp wtrcrft and oth wtrcrft/obj, subs"
3137,V91.29XS,"Fall due to clsn betw unsp wtrcrft and oth wtrcrft/obj, sqla"
3138,V91.30XA,"Hit by falling object due to accident to merchant ship, init"
3139,V91.30XD,"Hit by falling object due to accident to merchant ship, subs"
3140,V91.30XS,"Hit by falling object due to accident to merch ship, sequela"
3141,V91.31XA,"Hit by falling object due to accident to pasngr ship, init"
3142,V91.31XD,"Hit by falling object due to accident to pasngr ship, subs"
3143,V91.31XS,"Hit by falling object due to acc to pasngr ship, sequela"
3144,V91.32XA,"Hit by falling object due to accident to fishing boat, init"
3145,V91.32XD,"Hit by falling object due to accident to fishing boat, subs"
3146,V91.32XS,"Hit by falling object due to acc to fishing boat, sequela"
3147,V91.33XA,"Hit by fall object due to acc to oth powered wtrcrft, init"
3148,V91.33XD,"Hit by fall object due to acc to oth powered wtrcrft, subs"
3149,V91.33XS,"Hit by fall object due to acc to oth power wtrcrft, sequela"
3150,V91.34XA,"Hit by falling object due to accident to sailboat, init"
3151,V91.34XD,"Hit by falling object due to accident to sailboat, subs"
3152,V91.34XS,"Hit by falling object due to accident to sailboat, sequela"
3153,V91.35XA,"Hit by falling object due to accident to canoe/kayk, init"
3154,V91.35XD,"Hit by falling object due to accident to canoe/kayk, subs"
3155,V91.35XS,"Hit by falling object due to accident to canoe/kayk, sequela"
3156,V91.36XA,"Hit by falling object due to accident to inflatbl crft, init"
3157,V91.36XD,"Hit by falling object due to accident to inflatbl crft, subs"
3158,V91.36XS,"Hit by falling object due to acc to inflatbl crft, sequela"
3159,V91.37XA,"Hit by falling object due to accident to waterskis, init"
3160,V91.37XD,"Hit by falling object due to accident to waterskis, subs"
3161,V91.37XS,"Hit by falling object due to accident to waterskis, sequela"
3162,V91.38XA,"Hit by falling object due to acc to unpowr wtrcrft, init"
3163,V91.38XD,"Hit by falling object due to acc to unpowr wtrcrft, subs"
3164,V91.38XS,"Hit by falling object due to acc to unpowr wtrcrft, sequela"
3165,V91.39XA,"Hit by falling object due to accident to unsp wtrcrft, init"
3166,V91.39XD,"Hit by falling object due to accident to unsp wtrcrft, subs"
3167,V91.39XS,"Hit by falling object due to acc to unsp wtrcrft, sequela"
3168,V91.80XA,"Oth injury due to oth accident to merchant ship, init encntr"
3169,V91.80XD,"Oth injury due to oth accident to merchant ship, subs encntr"
3170,V91.80XS,"Other injury due to other accident to merchant ship, sequela"
3171,V91.81XA,"Oth injury due to oth accident to passenger ship, init"
3172,V91.81XD,"Oth injury due to oth accident to passenger ship, subs"
3173,V91.81XS,"Oth injury due to other accident to passenger ship, sequela"
3174,V91.82XA,"Oth injury due to oth accident to fishing boat, init encntr"
3175,V91.82XD,"Oth injury due to oth accident to fishing boat, subs encntr"
3176,V91.82XS,"Other injury due to other accident to fishing boat, sequela"
3177,V91.83XA,"Oth injury due to oth accident to oth powered wtrcrft, init"
3178,V91.83XD,"Oth injury due to oth accident to oth powered wtrcrft, subs"
3179,V91.83XS,"Oth injury due to oth acc to oth powered wtrcrft, sequela"
3180,V91.84XA,"Other injury due to other accident to sailboat, init encntr"
3181,V91.84XD,"Other injury due to other accident to sailboat, subs encntr"
3182,V91.84XS,"Other injury due to other accident to sailboat, sequela"
3183,V91.85XA,"Oth injury due to oth accident to canoe or kayak, init"
3184,V91.85XD,"Oth injury due to oth accident to canoe or kayak, subs"
3185,V91.85XS,"Oth injury due to other accident to canoe or kayak, sequela"
3186,V91.86XA,"Oth injury due to oth accident to inflatbl crft, init"
3187,V91.86XD,"Oth injury due to oth accident to inflatbl crft, subs"
3188,V91.86XS,"Oth injury due to oth accident to inflatbl crft, sequela"
3189,V91.87XA,"Oth injury due to other accident to waterskis, init encntr"
3190,V91.87XD,"Oth injury due to other accident to waterskis, subs encntr"
3191,V91.87XS,"Other injury due to other accident to waterskis, sequela"
3192,V91.88XA,"Oth injury due to oth accident to unpowr wtrcrft, init"
3193,V91.88XD,"Oth injury due to oth accident to unpowr wtrcrft, subs"
3194,V91.88XS,"Oth injury due to oth accident to unpowr wtrcrft, sequela"
3195,V91.89XA,"Oth injury due to oth accident to unsp watercraft, init"
3196,V91.89XD,"Oth injury due to oth accident to unsp watercraft, subs"
3197,V91.89XS,"Oth injury due to other accident to unsp watercraft, sequela"
3198,V92.00XA,"Drowning and submersion due to fall off merchant ship, init"
3199,V92.00XD,"Drowning and submersion due to fall off merchant ship, subs"
3200,V92.00XS,"Drown due to fall off merchant ship, sequela"
3201,V92.01XA,"Drowning and submersion due to fall off passenger ship, init"
3202,V92.01XD,"Drowning and submersion due to fall off passenger ship, subs"
3203,V92.01XS,"Drown due to fall off passenger ship, sequela"
3204,V92.02XA,"Drowning and submersion due to fall off fishing boat, init"
3205,V92.02XD,"Drowning and submersion due to fall off fishing boat, subs"
3206,V92.02XS,"Drown due to fall off fishing boat, sequela"
3207,V92.03XA,"Drown due to fall off oth powered watercraft, init"
3208,V92.03XD,"Drown due to fall off oth powered watercraft, subs"
3209,V92.03XS,"Drown due to fall off oth powered watercraft, sequela"
3210,V92.04XA,"Drowning and submersion due to fall off sailboat, init"
3211,V92.04XD,"Drowning and submersion due to fall off sailboat, subs"
3212,V92.04XS,"Drowning and submersion due to fall off sailboat, sequela"
3213,V92.05XA,"Drowning and submersion due to fall off canoe or kayak, init"
3214,V92.05XD,"Drowning and submersion due to fall off canoe or kayak, subs"
3215,V92.05XS,"Drown due to fall off canoe or kayak, sequela"
3216,V92.06XA,"Drown due to fall off (nonpowered) inflatable craft, init"
3217,V92.06XD,"Drown due to fall off (nonpowered) inflatable craft, subs"
3218,V92.06XS,"Drown due to fall off (nonpowered) inflatable craft, sequela"
3219,V92.07XA,"Drowning and submersion due to fall off waterskis, init"
3220,V92.07XD,"Drowning and submersion due to fall off waterskis, subs"
3221,V92.07XS,"Drowning and submersion due to fall off waterskis, sequela"
3222,V92.08XA,"Drowning and submersion due to fall off unpowr wtrcrft, init"
3223,V92.08XD,"Drowning and submersion due to fall off unpowr wtrcrft, subs"
3224,V92.08XS,"Drown due to fall off unpowr wtrcrft, sequela"
3225,V92.09XA,"Drown due to fall off unsp watercraft, init"
3226,V92.09XD,"Drown due to fall off unsp watercraft, subs"
3227,V92.09XS,"Drown due to fall off unsp watercraft, sequela"
3228,V92.10XA,"Drown d/t being thrown ovrbrd by motion of merch ship, init"
3229,V92.10XD,"Drown d/t being thrown ovrbrd by motion of merch ship, subs"
3230,V92.10XS,"Drown d/t being thrown ovrbrd by motion of merch ship, sqla"
3231,V92.11XA,"Drown d/t being thrown ovrbrd by motion of pasngr ship, init"
3232,V92.11XD,"Drown d/t being thrown ovrbrd by motion of pasngr ship, subs"
3233,V92.11XS,"Drown d/t being thrown ovrbrd by motion of pasngr ship, sqla"
3234,V92.12XA,"Drown d/t being thrown ovrbrd by motion of fish boat, init"
3235,V92.12XD,"Drown d/t being thrown ovrbrd by motion of fish boat, subs"
3236,V92.12XS,"Drown d/t being thrown ovrbrd by motion of fish boat, sqla"
3237,V92.13XA,"Drown d/t thrown ovrbrd by motion of power wtrcrft, init"
3238,V92.13XD,"Drown d/t thrown ovrbrd by motion of power wtrcrft, subs"
3239,V92.13XS,"Drown d/t thrown ovrbrd by motion of power wtrcrft, sqla"
3240,V92.14XA,"Drown due to being thrown ovrbrd by motion of sailboat, init"
3241,V92.14XD,"Drown due to being thrown ovrbrd by motion of sailboat, subs"
3242,V92.14XS,"Drown due to being thrown ovrbrd by motion of sailbt, sqla"
3243,V92.15XA,"Drown d/t being thrown ovrbrd by motion of canoe/kayk, init"
3244,V92.15XD,"Drown d/t being thrown ovrbrd by motion of canoe/kayk, subs"
3245,V92.15XS,"Drown d/t being thrown ovrbrd by motion of canoe/kayk, sqla"
3246,V92.16XA,"Drown d/t thrown ovrbrd by motion of inflatbl crft, init"
3247,V92.16XD,"Drown d/t thrown ovrbrd by motion of inflatbl crft, subs"
3248,V92.16XS,"Drown d/t thrown ovrbrd by motion of inflatbl crft, sqla"
3249,V92.19XA,"Drown d/t thrown ovrbrd by motion of unsp wtrcrft, init"
3250,V92.19XD,"Drown d/t thrown ovrbrd by motion of unsp wtrcrft, subs"
3251,V92.19XS,"Drown d/t thrown ovrbrd by motion of unsp wtrcrft, sqla"
3252,V92.20XA,"Drown due to being washed overboard from merchant ship, init"
