,category,condition
1180,T63.412D,"Toxic effect of venom of centipede/millipede, slfhrm, subs"
1181,T63.412S,"Toxic effect of venom of centipede/millipede, slfhrm, sqla"
1182,T63.413A,"Toxic effect of venom of centipede/millipede, assault, init"
1183,T63.413D,"Toxic effect of venom of centipede/millipede, assault, subs"
1184,T63.413S,"Toxic effect of venom of centipede/millipede, asslt, sequela"
1185,T63.414A,"Toxic effect of venom of centipede/millipede, undet, init"
1186,T63.414D,"Toxic effect of venom of centipede/millipede, undet, subs"
1187,T63.414S,"Toxic effect of venom of centipede/millipede, undet, sequela"
1188,T63.421A,"Toxic effect of venom of ants, accidental, init"
1189,T63.421D,"Toxic effect of venom of ants, accidental, subs"
1190,T63.421S,"Toxic effect of venom of ants, accidental, sequela"
1191,T63.422A,"Toxic effect of venom of ants, intentional selfharm, init"
1192,T63.422D,"Toxic effect of venom of ants, intentional selfharm, subs"
1193,T63.422S,"Toxic effect of venom of ants, selfharm, sequela"
1194,T63.423A,"Toxic effect of venom of ants, assault, initial encounter"
1195,T63.423D,"Toxic effect of venom of ants, assault, subsequent encounter"
1196,T63.423S,"Toxic effect of venom of ants, assault, sequela"
1197,T63.424A,"Toxic effect of venom of ants, undetermined, init encntr"
1198,T63.424D,"Toxic effect of venom of ants, undetermined, subs encntr"
1199,T63.424S,"Toxic effect of venom of ants, undetermined, sequela"
1200,T63.431A,"Toxic effect of venom of caterpillars, accidental, init"
1201,T63.431D,"Toxic effect of venom of caterpillars, accidental, subs"
1202,T63.431S,"Toxic effect of venom of caterpillars, accidental, sequela"
1203,T63.432A,"Toxic effect of venom of caterpillars, selfharm, init"
1204,T63.432D,"Toxic effect of venom of caterpillars, selfharm, subs"
1205,T63.432S,"Toxic effect of venom of caterpillars, selfharm, sequela"
1206,T63.433A,"Toxic effect of venom of caterpillars, assault, init encntr"
1207,T63.433D,"Toxic effect of venom of caterpillars, assault, subs encntr"
1208,T63.433S,"Toxic effect of venom of caterpillars, assault, sequela"
1209,T63.434A,"Toxic effect of venom of caterpillars, undetermined, init"
1210,T63.434D,"Toxic effect of venom of caterpillars, undetermined, subs"
1211,T63.434S,"Toxic effect of venom of caterpillars, undetermined, sequela"
1212,T63.441A,"Toxic effect of venom of bees, accidental, init"
1213,T63.441D,"Toxic effect of venom of bees, accidental, subs"
1214,T63.441S,"Toxic effect of venom of bees, accidental, sequela"
1215,T63.442A,"Toxic effect of venom of bees, intentional selfharm, init"
1216,T63.442D,"Toxic effect of venom of bees, intentional selfharm, subs"
1217,T63.442S,"Toxic effect of venom of bees, selfharm, sequela"
1218,T63.443A,"Toxic effect of venom of bees, assault, initial encounter"
1219,T63.443D,"Toxic effect of venom of bees, assault, subsequent encounter"
1220,T63.443S,"Toxic effect of venom of bees, assault, sequela"
1221,T63.444A,"Toxic effect of venom of bees, undetermined, init encntr"
1222,T63.444D,"Toxic effect of venom of bees, undetermined, subs encntr"
1223,T63.444S,"Toxic effect of venom of bees, undetermined, sequela"
1224,T63.451A,"Toxic effect of venom of hornets, accidental, init"
1225,T63.451D,"Toxic effect of venom of hornets, accidental, subs"
1226,T63.451S,"Toxic effect of venom of hornets, accidental, sequela"
1227,T63.452A,"Toxic effect of venom of hornets, selfharm, init"
1228,T63.452D,"Toxic effect of venom of hornets, selfharm, subs"
1229,T63.452S,"Toxic effect of venom of hornets, selfharm, sequela"
1230,T63.453A,"Toxic effect of venom of hornets, assault, initial encounter"
1231,T63.453D,"Toxic effect of venom of hornets, assault, subs encntr"
1232,T63.453S,"Toxic effect of venom of hornets, assault, sequela"
1233,T63.454A,"Toxic effect of venom of hornets, undetermined, init encntr"
1234,T63.454D,"Toxic effect of venom of hornets, undetermined, subs encntr"
1235,T63.454S,"Toxic effect of venom of hornets, undetermined, sequela"
1236,T63.461A,"Toxic effect of venom of wasps, accidental, init"
1237,T63.461D,"Toxic effect of venom of wasps, accidental, subs"
1238,T63.461S,"Toxic effect of venom of wasps, accidental, sequela"
1239,T63.462A,"Toxic effect of venom of wasps, intentional selfharm, init"
1240,T63.462D,"Toxic effect of venom of wasps, intentional selfharm, subs"
1241,T63.462S,"Toxic effect of venom of wasps, selfharm, sequela"
1242,T63.463A,"Toxic effect of venom of wasps, assault, initial encounter"
1243,T63.463D,"Toxic effect of venom of wasps, assault, subs encntr"
1244,T63.463S,"Toxic effect of venom of wasps, assault, sequela"
1245,T63.464A,"Toxic effect of venom of wasps, undetermined, init encntr"
1246,T63.464D,"Toxic effect of venom of wasps, undetermined, subs encntr"
1247,T63.464S,"Toxic effect of venom of wasps, undetermined, sequela"
1248,T63.481A,"Toxic effect of venom of arthropod, accidental, init"
1249,T63.481D,"Toxic effect of venom of arthropod, accidental, subs"
1250,T63.481S,"Toxic effect of venom of arthropod, accidental, sequela"
1251,T63.482A,"Toxic effect of venom of arthropod, selfharm, init"
1252,T63.482D,"Toxic effect of venom of arthropod, selfharm, subs"
1253,T63.482S,"Toxic effect of venom of arthropod, selfharm, sequela"
1254,T63.483A,"Toxic effect of venom of oth arthropod, assault, init encntr"
1255,T63.483D,"Toxic effect of venom of oth arthropod, assault, subs encntr"
1256,T63.483S,"Toxic effect of venom of other arthropod, assault, sequela"
1257,T63.484A,"Toxic effect of venom of oth arthropod, undetermined, init"
1258,T63.484D,"Toxic effect of venom of oth arthropod, undetermined, subs"
1259,T63.484S,"Toxic effect of venom of arthropod, undetermined, sequela"
1260,T63.511A,"Toxic effect of contact w stingray, accidental, init"
1261,T63.511D,"Toxic effect of contact w stingray, accidental, subs"
1262,T63.511S,"Toxic effect of contact w stingray, accidental, sequela"
1263,T63.512A,"Toxic effect of contact w stingray, selfharm, init"
1264,T63.512D,"Toxic effect of contact w stingray, selfharm, subs"
1265,T63.512S,"Toxic effect of contact w stingray, selfharm, sequela"
1266,T63.513A,"Toxic effect of contact with stingray, assault, init encntr"
1267,T63.513D,"Toxic effect of contact with stingray, assault, subs encntr"
1268,T63.513S,"Toxic effect of contact with stingray, assault, sequela"
1269,T63.514A,"Toxic effect of contact w stingray, undetermined, init"
1270,T63.514D,"Toxic effect of contact w stingray, undetermined, subs"
1271,T63.514S,"Toxic effect of contact with stingray, undetermined, sequela"
1272,T63.591A,"Toxic effect of contact w oth venomous fish, acc, init"
1273,T63.591D,"Toxic effect of contact w oth venomous fish, acc, subs"
1274,T63.591S,"Toxic effect of contact w oth venomous fish, acc, sequela"
1275,T63.592A,"Toxic effect of contact w oth venomous fish, selfharm, init"
1276,T63.592D,"Toxic effect of contact w oth venomous fish, selfharm, subs"
1277,T63.592S,"Toxic effect of contact w oth venom fish, slfhrm, sequela"
1278,T63.593A,"Toxic effect of contact w oth venomous fish, assault, init"
1279,T63.593D,"Toxic effect of contact w oth venomous fish, assault, subs"
1280,T63.593S,"Toxic effect of contact w oth venom fish, assault, sequela"
1281,T63.594A,"Toxic effect of contact w oth venomous fish, undet, init"
1282,T63.594D,"Toxic effect of contact w oth venomous fish, undet, subs"
1283,T63.594S,"Toxic effect of contact w oth venomous fish, undet, sequela"
1284,T63.611A,"Toxic effect of contact w Portugese Manowar, acc, init"
1285,T63.611D,"Toxic effect of contact w Portugese Manowar, acc, subs"
1286,T63.611S,"Toxic effect of contact w Portugese Manowar, acc, sequela"
1287,T63.612A,"Toxic effect of contact w Portugese Manowar, slfhrm, init"
1288,T63.612D,"Toxic effect of contact w Portugese Manowar, slfhrm, subs"
1289,T63.612S,"Toxic effect of cntct w Portugese Manowar, slfhrm, sqla"
1290,T63.613A,"Toxic effect of contact w Portugese Manowar, assault, init"
1291,T63.613D,"Toxic effect of contact w Portugese Manowar, assault, subs"
1292,T63.613S,"Toxic effect of cntct w Portugese Manowar, asslt, sequela"
1293,T63.614A,"Toxic effect of contact w Portugese Manowar, undet, init"
1294,T63.614D,"Toxic effect of contact w Portugese Manowar, undet, subs"
1295,T63.614S,"Toxic effect of cntct w Portugese Manowar, undet, sequela"
1296,T63.621A,"Toxic effect of contact w oth jellyfish, accidental, init"
1297,T63.621D,"Toxic effect of contact w oth jellyfish, accidental, subs"
1298,T63.621S,"Toxic effect of contact w oth jellyfish, acc, sequela"
1299,T63.622A,"Toxic effect of contact w oth jellyfish, selfharm, init"
1300,T63.622D,"Toxic effect of contact w oth jellyfish, selfharm, subs"
1301,T63.622S,"Toxic effect of contact w oth jellyfish, selfharm, sequela"
1302,T63.623A,"Toxic effect of contact w oth jellyfish, assault, init"
1303,T63.623D,"Toxic effect of contact w oth jellyfish, assault, subs"
1304,T63.623S,"Toxic effect of contact with oth jellyfish, assault, sequela"
1305,T63.624A,"Toxic effect of contact w oth jellyfish, undetermined, init"
1306,T63.624D,"Toxic effect of contact w oth jellyfish, undetermined, subs"
1307,T63.624S,"Toxic effect of contact w oth jellyfish, undet, sequela"
1308,T63.631A,"Toxic effect of contact w sea anemone, accidental, init"
1309,T63.631D,"Toxic effect of contact w sea anemone, accidental, subs"
1310,T63.631S,"Toxic effect of contact w sea anemone, accidental, sequela"
1311,T63.632A,"Toxic effect of contact w sea anemone, selfharm, init"
1312,T63.632D,"Toxic effect of contact w sea anemone, selfharm, subs"
1313,T63.632S,"Toxic effect of contact w sea anemone, selfharm, sequela"
1314,T63.633A,"Toxic effect of contact w sea anemone, assault, init encntr"
1315,T63.633D,"Toxic effect of contact w sea anemone, assault, subs encntr"
1316,T63.633S,"Toxic effect of contact with sea anemone, assault, sequela"
1317,T63.634A,"Toxic effect of contact w sea anemone, undetermined, init"
1318,T63.634D,"Toxic effect of contact w sea anemone, undetermined, subs"
1319,T63.634S,"Toxic effect of contact w sea anemone, undetermined, sequela"
1320,T63.691A,"Toxic effect of cntct w oth venom marine animals, acc, init"
1321,T63.691D,"Toxic effect of cntct w oth venom marine animals, acc, subs"
1322,T63.691S,"Toxic effect of cntct w oth venom marine animals, acc, sqla"
1323,T63.692A,"Toxic eff of cntct w oth venom marine animals, slfhrm, init"
1324,T63.692D,"Toxic eff of cntct w oth venom marine animals, slfhrm, subs"
1325,T63.692S,"Toxic eff of cntct w oth venom marine animals, slfhrm, sqla"
1326,T63.693A,"Toxic eff of cntct w oth venom marine animals, asslt, init"
1327,T63.693D,"Toxic eff of cntct w oth venom marine animals, asslt, subs"
1328,T63.693S,"Toxic eff of cntct w oth venom marine animals, asslt, sqla"
1329,T63.694A,"Toxic eff of cntct w oth venom marine animals, undet, init"
1330,T63.694D,"Toxic eff of cntct w oth venom marine animals, undet, subs"
1331,T63.694S,"Toxic eff of cntct w oth venom marine animals, undet, sqla"
1332,T63.711A,"Toxic effect of contact w venomous marine plant, acc, init"
1333,T63.711D,"Toxic effect of contact w venomous marine plant, acc, subs"
1334,T63.711S,"Toxic effect of contact w venom marine plant, acc, sequela"
1335,T63.712A,"Toxic effect of contact w venom marine plant, slfhrm, init"
1336,T63.712D,"Toxic effect of contact w venom marine plant, slfhrm, subs"
1337,T63.712S,"Toxic effect of cntct w venom marine plant, slfhrm, sequela"
1338,T63.713A,"Toxic effect of contact w venom marine plant, assault, init"
1339,T63.713D,"Toxic effect of contact w venom marine plant, assault, subs"
1340,T63.713S,"Toxic effect of contact w venom marine plant, asslt, sequela"
1341,T63.714A,"Toxic effect of contact w venomous marine plant, undet, init"
1342,T63.714D,"Toxic effect of contact w venomous marine plant, undet, subs"
1343,T63.714S,"Toxic effect of contact w venom marine plant, undet, sequela"
1344,T63.791A,"Toxic effect of contact w oth venomous plant, acc, init"
1345,T63.791D,"Toxic effect of contact w oth venomous plant, acc, subs"
1346,T63.791S,"Toxic effect of contact w oth venomous plant, acc, sequela"
1347,T63.792A,"Toxic effect of contact w oth venomous plant, slfhrm, init"
1348,T63.792D,"Toxic effect of contact w oth venomous plant, slfhrm, subs"
1349,T63.792S,"Toxic effect of contact w oth venom plant, slfhrm, sequela"
1350,T63.793A,"Toxic effect of contact w oth venomous plant, assault, init"
1351,T63.793D,"Toxic effect of contact w oth venomous plant, assault, subs"
1352,T63.793S,"Toxic effect of contact w oth venom plant, assault, sequela"
1353,T63.794A,"Toxic effect of contact w oth venomous plant, undet, init"
1354,T63.794D,"Toxic effect of contact w oth venomous plant, undet, subs"
1355,T63.794S,"Toxic effect of contact w oth venomous plant, undet, sequela"
1356,T63.811A,"Toxic effect of contact w venomous frog, accidental, init"
1357,T63.811D,"Toxic effect of contact w venomous frog, accidental, subs"
1358,T63.811S,"Toxic effect of contact w venomous frog, acc, sequela"
1359,T63.812A,"Toxic effect of contact w venomous frog, selfharm, init"
1360,T63.812D,"Toxic effect of contact w venomous frog, selfharm, subs"
1361,T63.812S,"Toxic effect of contact w venomous frog, selfharm, sequela"
1362,T63.813A,"Toxic effect of contact w venomous frog, assault, init"
1363,T63.813D,"Toxic effect of contact w venomous frog, assault, subs"
1364,T63.813S,"Toxic effect of contact with venomous frog, assault, sequela"
1365,T63.814A,"Toxic effect of contact w venomous frog, undetermined, init"
1366,T63.814D,"Toxic effect of contact w venomous frog, undetermined, subs"
1367,T63.814S,"Toxic effect of contact w venomous frog, undet, sequela"
1368,T63.821A,"Toxic effect of contact w venomous toad, accidental, init"
1369,T63.821D,"Toxic effect of contact w venomous toad, accidental, subs"
1370,T63.821S,"Toxic effect of contact w venomous toad, acc, sequela"
1371,T63.822A,"Toxic effect of contact w venomous toad, selfharm, init"
1372,T63.822D,"Toxic effect of contact w venomous toad, selfharm, subs"
1373,T63.822S,"Toxic effect of contact w venomous toad, selfharm, sequela"
1374,T63.823A,"Toxic effect of contact w venomous toad, assault, init"
1375,T63.823D,"Toxic effect of contact w venomous toad, assault, subs"
1376,T63.823S,"Toxic effect of contact with venomous toad, assault, sequela"
1377,T63.824A,"Toxic effect of contact w venomous toad, undetermined, init"
1378,T63.824D,"Toxic effect of contact w venomous toad, undetermined, subs"
1379,T63.824S,"Toxic effect of contact w venomous toad, undet, sequela"
1380,T63.831A,"Toxic effect of contact w oth venomous amphibian, acc, init"
1381,T63.831D,"Toxic effect of contact w oth venomous amphibian, acc, subs"
1382,T63.831S,"Toxic effect of contact w oth venomous amphib, acc, sequela"
1383,T63.832A,"Toxic effect of contact w oth venomous amphib, slfhrm, init"
1384,T63.832D,"Toxic effect of contact w oth venomous amphib, slfhrm, subs"
1385,T63.832S,"Toxic effect of contact w oth venom amphib, slfhrm, sequela"
1386,T63.833A,"Toxic effect of contact w oth venomous amphib, assault, init"
1387,T63.833D,"Toxic effect of contact w oth venomous amphib, assault, subs"
1388,T63.833S,"Toxic effect of contact w oth venom amphib, assault, sequela"
1389,T63.834A,"Toxic effect of contact w oth venomous amphib, undet, init"
1390,T63.834D,"Toxic effect of contact w oth venomous amphib, undet, subs"
1391,T63.834S,"Toxic effect of contact w oth venom amphib, undet, sequela"
1392,T63.891A,"Toxic effect of contact w oth venomous animals, acc, init"
1393,T63.891D,"Toxic effect of contact w oth venomous animals, acc, subs"
1394,T63.891S,"Toxic effect of contact w oth venom animals, acc, sequela"
1395,T63.892A,"Toxic effect of contact w oth venom animals, slfhrm, init"
1396,T63.892D,"Toxic effect of contact w oth venom animals, slfhrm, subs"
1397,T63.892S,"Toxic effect of cntct w oth venom animals, slfhrm, sequela"
1398,T63.893A,"Toxic effect of contact w oth venom animals, assault, init"
1399,T63.893D,"Toxic effect of contact w oth venom animals, assault, subs"
1400,T63.893S,"Toxic effect of contact w oth venom animals, asslt, sequela"
1401,T63.894A,"Toxic effect of contact w oth venomous animals, undet, init"
1402,T63.894D,"Toxic effect of contact w oth venomous animals, undet, subs"
1403,T63.894S,"Toxic effect of contact w oth venom animals, undet, sequela"
1404,T63.91XA,"Toxic effect of contact w unsp venomous animal, acc, init"
1405,T63.91XD,"Toxic effect of contact w unsp venomous animal, acc, subs"
1406,T63.91XS,"Toxic effect of contact w unsp venom animal, acc, sequela"
1407,T63.92XA,"Toxic effect of contact w unsp venom animal, slfhrm, init"
1408,T63.92XD,"Toxic effect of contact w unsp venom animal, slfhrm, subs"
1409,T63.92XS,"Toxic effect of cntct w unsp venom animal, slfhrm, sequela"
1410,T63.93XA,"Toxic effect of contact w unsp venom animal, assault, init"
1411,T63.93XD,"Toxic effect of contact w unsp venom animal, assault, subs"
1412,T63.93XS,"Toxic effect of contact w unsp venom animal, asslt, sequela"
1413,T63.94XA,"Toxic effect of contact w unsp venomous animal, undet, init"
1414,T63.94XD,"Toxic effect of contact w unsp venomous animal, undet, subs"
1415,T63.94XS,"Toxic effect of contact w unsp venom animal, undet, sequela"
1416,T64.01XA,"Toxic effect of aflatoxin, accidental (unintentional), init"
1417,T64.01XD,"Toxic effect of aflatoxin, accidental (unintentional), subs"
1418,T64.01XS,"Toxic effect of aflatoxin, accidental, sequela"
1419,T64.02XA,"Toxic effect of aflatoxin, intentional selfharm, init"
1420,T64.02XD,"Toxic effect of aflatoxin, intentional selfharm, subs"
1421,T64.02XS,"Toxic effect of aflatoxin, intentional selfharm, sequela"
1422,T64.03XA,"Toxic effect of aflatoxin, assault, initial encounter"
1423,T64.03XD,"Toxic effect of aflatoxin, assault, subsequent encounter"
1424,T64.03XS,"Toxic effect of aflatoxin, assault, sequela"
1425,T64.04XA,"Toxic effect of aflatoxin, undetermined, initial encounter"
1426,T64.04XD,"Toxic effect of aflatoxin, undetermined, subs encntr"
1427,T64.04XS,"Toxic effect of aflatoxin, undetermined, sequela"
1428,T64.81XA,"Toxic effect of mycotoxin food contamnt, accidental, init"
1429,T64.81XD,"Toxic effect of mycotoxin food contamnt, accidental, subs"
1430,T64.81XS,"Toxic effect of mycotoxin food contamnt, acc, sequela"
1431,T64.82XA,"Toxic effect of mycotoxin food contaminants, selfharm, init"
1432,T64.82XD,"Toxic effect of mycotoxin food contaminants, selfharm, subs"
1433,T64.82XS,"Toxic effect of mycotoxin food contamnt, selfharm, sequela"
1434,T64.83XA,"Toxic effect of mycotoxin food contaminants, assault, init"
1435,T64.83XD,"Toxic effect of mycotoxin food contaminants, assault, subs"
1436,T64.83XS,"Toxic effect of mycotoxin food contamnt, assault, sequela"
1437,T64.84XA,"Toxic effect of mycotoxin food contamnt, undetermined, init"
1438,T64.84XD,"Toxic effect of mycotoxin food contamnt, undetermined, subs"
1439,T64.84XS,"Toxic effect of mycotoxin food contamnt, undet, sequela"
1440,T65.0X1A,"Toxic effect of cyanides, accidental (unintentional), init"
1441,T65.0X1D,"Toxic effect of cyanides, accidental (unintentional), subs"
1442,T65.0X1S,"Toxic effect of cyanides, accidental, sequela"
1443,T65.0X2A,"Toxic effect of cyanides, intentional selfharm, init encntr"
1444,T65.0X2D,"Toxic effect of cyanides, intentional selfharm, subs encntr"
1445,T65.0X2S,"Toxic effect of cyanides, intentional selfharm, sequela"
1446,T65.0X3A,"Toxic effect of cyanides, assault, initial encounter"
1447,T65.0X3D,"Toxic effect of cyanides, assault, subsequent encounter"
1448,T65.0X3S,"Toxic effect of cyanides, assault, sequela"
1449,T65.0X4A,"Toxic effect of cyanides, undetermined, initial encounter"
1450,T65.0X4D,"Toxic effect of cyanides, undetermined, subsequent encounter"
1451,T65.0X4S,"Toxic effect of cyanides, undetermined, sequela"
1452,T65.1X1A,"Toxic effect of strychnine and its salts, accidental, init"
1453,T65.1X1D,"Toxic effect of strychnine and its salts, accidental, subs"
1454,T65.1X1S,"Toxic effect of strychnine and its salts, acc, sequela"
1455,T65.1X2A,"Toxic effect of strychnine and its salts, selfharm, init"
1456,T65.1X2D,"Toxic effect of strychnine and its salts, selfharm, subs"
1457,T65.1X2S,"Toxic effect of strychnine and its salts, selfharm, sequela"
1458,T65.1X3A,"Toxic effect of strychnine and its salts, assault, init"
1459,T65.1X3D,"Toxic effect of strychnine and its salts, assault, subs"
1460,T65.1X3S,"Toxic effect of strychnine and its salts, assault, sequela"
1461,T65.1X4A,"Toxic effect of strychnine and its salts, undetermined, init"
1462,T65.1X4D,"Toxic effect of strychnine and its salts, undetermined, subs"
1463,T65.1X4S,"Toxic effect of strychnine and its salts, undet, sequela"
1464,T65.211A,"Toxic effect of chewing tobacco, accidental, init"
1465,T65.211D,"Toxic effect of chewing tobacco, accidental, subs"
1466,T65.211S,"Toxic effect of chewing tobacco, accidental, sequela"
1467,T65.212A,"Toxic effect of chewing tobacco, intentional selfharm, init"
1468,T65.212D,"Toxic effect of chewing tobacco, intentional selfharm, subs"
1469,T65.212S,"Toxic effect of chewing tobacco, selfharm, sequela"
1470,T65.213A,"Toxic effect of chewing tobacco, assault, initial encounter"
1471,T65.213D,"Toxic effect of chewing tobacco, assault, subs encntr"
1472,T65.213S,"Toxic effect of chewing tobacco, assault, sequela"
1473,T65.214A,"Toxic effect of chewing tobacco, undetermined, init encntr"
1474,T65.214D,"Toxic effect of chewing tobacco, undetermined, subs encntr"
1475,T65.214S,"Toxic effect of chewing tobacco, undetermined, sequela"
1476,T65.221A,"Toxic effect of tobacco cigarettes, accidental, init"
1477,T65.221D,"Toxic effect of tobacco cigarettes, accidental, subs"
1478,T65.221S,"Toxic effect of tobacco cigarettes, accidental, sequela"
1479,T65.222A,"Toxic effect of tobacco cigarettes, selfharm, init"
1480,T65.222D,"Toxic effect of tobacco cigarettes, selfharm, subs"
1481,T65.222S,"Toxic effect of tobacco cigarettes, selfharm, sequela"
1482,T65.223A,"Toxic effect of tobacco cigarettes, assault, init encntr"
1483,T65.223D,"Toxic effect of tobacco cigarettes, assault, subs encntr"
1484,T65.223S,"Toxic effect of tobacco cigarettes, assault, sequela"
1485,T65.224A,"Toxic effect of tobacco cigarettes, undetermined, init"
1486,T65.224D,"Toxic effect of tobacco cigarettes, undetermined, subs"
1487,T65.224S,"Toxic effect of tobacco cigarettes, undetermined, sequela"
1488,T65.291A,"Toxic effect of tobacco and nicotine, accidental, init"
1489,T65.291D,"Toxic effect of tobacco and nicotine, accidental, subs"
1490,T65.291S,"Toxic effect of tobacco and nicotine, accidental, sequela"
1491,T65.292A,"Toxic effect of tobacco and nicotine, selfharm, init"
1492,T65.292D,"Toxic effect of tobacco and nicotine, selfharm, subs"
1493,T65.292S,"Toxic effect of tobacco and nicotine, selfharm, sequela"
1494,T65.293A,"Toxic effect of oth tobacco and nicotine, assault, init"
1495,T65.293D,"Toxic effect of oth tobacco and nicotine, assault, subs"
1496,T65.293S,"Toxic effect of other tobacco and nicotine, assault, sequela"
1497,T65.294A,"Toxic effect of oth tobacco and nicotine, undetermined, init"
1498,T65.294D,"Toxic effect of oth tobacco and nicotine, undetermined, subs"
1499,T65.294S,"Toxic effect of tobacco and nicotine, undetermined, sequela"
1500,T65.3X1A,"Toxic eff of nitrodrv/aminodrv of benzn/homolog, acc, init"
1501,T65.3X1D,"Toxic eff of nitrodrv/aminodrv of benzn/homolog, acc, subs"
1502,T65.3X1S,"Toxic eff of nitrodrv/aminodrv of benzn/homolog, acc, sqla"
1503,T65.3X2A,"Tox eff of nitrodrv/aminodrv of benzn/homolog, slfhrm, init"
1504,T65.3X2D,"Tox eff of nitrodrv/aminodrv of benzn/homolog, slfhrm, subs"
1505,T65.3X2S,"Tox eff of nitrodrv/aminodrv of benzn/homolog, slfhrm, sqla"
1506,T65.3X3A,"Toxic eff of nitrodrv/aminodrv of benzn/homolog, asslt, init"
1507,T65.3X3D,"Toxic eff of nitrodrv/aminodrv of benzn/homolog, asslt, subs"
1508,T65.3X3S,"Toxic eff of nitrodrv/aminodrv of benzn/homolog, asslt, sqla"
1509,T65.3X4A,"Toxic eff of nitrodrv/aminodrv of benzn/homolog, undet, init"
1510,T65.3X4D,"Toxic eff of nitrodrv/aminodrv of benzn/homolog, undet, subs"
1511,T65.3X4S,"Toxic eff of nitrodrv/aminodrv of benzn/homolog, undet, sqla"
1512,T65.4X1A,"Toxic effect of carbon disulfide, accidental, init"
1513,T65.4X1D,"Toxic effect of carbon disulfide, accidental, subs"
1514,T65.4X1S,"Toxic effect of carbon disulfide, accidental, sequela"
1515,T65.4X2A,"Toxic effect of carbon disulfide, selfharm, init"
1516,T65.4X2D,"Toxic effect of carbon disulfide, selfharm, subs"
1517,T65.4X2S,"Toxic effect of carbon disulfide, selfharm, sequela"
1518,T65.4X3A,"Toxic effect of carbon disulfide, assault, initial encounter"
1519,T65.4X3D,"Toxic effect of carbon disulfide, assault, subs encntr"
1520,T65.4X3S,"Toxic effect of carbon disulfide, assault, sequela"
1521,T65.4X4A,"Toxic effect of carbon disulfide, undetermined, init encntr"
1522,T65.4X4D,"Toxic effect of carbon disulfide, undetermined, subs encntr"
1523,T65.4X4S,"Toxic effect of carbon disulfide, undetermined, sequela"
1524,T65.5X1A,"Tox eff of nitro and oth nitric acids and esters, acc, init"
1525,T65.5X1D,"Tox eff of nitro and oth nitric acids and esters, acc, subs"
1526,T65.5X1S,"Tox eff of nitro and oth nitric acids and esters, acc, sqla"
1527,T65.5X2A,"Tox eff of nitro & oth nitric acids & esters, slfhrm, init"
1528,T65.5X2D,"Tox eff of nitro & oth nitric acids & esters, slfhrm, subs"
1529,T65.5X2S,"Tox eff of nitro & oth nitric acids & esters, slfhrm, sqla"
1530,T65.5X3A,"Tox eff of nitro & oth nitric acids and esters, asslt, init"
1531,T65.5X3D,"Tox eff of nitro & oth nitric acids and esters, asslt, subs"
1532,T65.5X3S,"Tox eff of nitro & oth nitric acids and esters, asslt, sqla"
1533,T65.5X4A,"Tox eff of nitro & oth nitric acids and esters, undet, init"
1534,T65.5X4D,"Tox eff of nitro & oth nitric acids and esters, undet, subs"
1535,T65.5X4S,"Tox eff of nitro & oth nitric acids and esters, undet, sqla"
1536,T65.6X1A,"Toxic effect of paints and dyes, NEC, accidental, init"
1537,T65.6X1D,"Toxic effect of paints and dyes, NEC, accidental, subs"
1538,T65.6X1S,"Toxic effect of paints and dyes, NEC, accidental, sequela"
1539,T65.6X2A,"Toxic effect of paints and dyes, NEC, selfharm, init"
1540,T65.6X2D,"Toxic effect of paints and dyes, NEC, selfharm, subs"
1541,T65.6X2S,"Toxic effect of paints and dyes, NEC, selfharm, sequela"
1542,T65.6X3A,"Toxic effect of paints and dyes, NEC, assault, init"
1543,T65.6X3D,"Toxic effect of paints and dyes, NEC, assault, subs"
1544,T65.6X3S,"Toxic effect of paints and dyes, NEC, assault, sequela"
1545,T65.6X4A,"Toxic effect of paints and dyes, NEC, undetermined, init"
1546,T65.6X4D,"Toxic effect of paints and dyes, NEC, undetermined, subs"
1547,T65.6X4S,"Toxic effect of paints and dyes, NEC, undetermined, sequela"
1548,T65.811A,"Toxic effect of latex, accidental (unintentional), init"
1549,T65.811D,"Toxic effect of latex, accidental (unintentional), subs"
1550,T65.811S,"Toxic effect of latex, accidental (unintentional), sequela"
1551,T65.812A,"Toxic effect of latex, intentional selfharm, init encntr"
1552,T65.812D,"Toxic effect of latex, intentional selfharm, subs encntr"
1553,T65.812S,"Toxic effect of latex, intentional selfharm, sequela"
1554,T65.813A,"Toxic effect of latex, assault, initial encounter"
1555,T65.813D,"Toxic effect of latex, assault, subsequent encounter"
1556,T65.813S,"Toxic effect of latex, assault, sequela"
1557,T65.814A,"Toxic effect of latex, undetermined, initial encounter"
1558,T65.814D,"Toxic effect of latex, undetermined, subsequent encounter"
1559,T65.814S,"Toxic effect of latex, undetermined, sequela"
1560,T65.821A,"Toxic effect of harmful algae and algae toxins, acc, init"
1561,T65.821D,"Toxic effect of harmful algae and algae toxins, acc, subs"
1562,T65.821S,"Toxic effect of harmful algae and algae toxins, acc, sqla"
1563,T65.822A,"Toxic eff of harmful algae and algae toxins, slfhrm, init"
1564,T65.822D,"Toxic eff of harmful algae and algae toxins, slfhrm, subs"
1565,T65.822S,"Toxic eff of harmful algae and algae toxins, slfhrm, sqla"
1566,T65.823A,"Toxic effect of harmful algae and algae toxins, asslt, init"
1567,T65.823D,"Toxic effect of harmful algae and algae toxins, asslt, subs"
1568,T65.823S,"Toxic effect of harmful algae and algae toxins, asslt, sqla"
